,region,experiment,year,mean_temp,anomaly
306,subtropical,historical,1991,291.4168395996094,0.230255126953125
307,subtropical,historical,1992,291.2384338378906,0.051849365234375
308,subtropical,historical,1993,291.3301696777344,0.143585205078125
309,subtropical,historical,1994,291.4840087890625,0.29742431640625
310,subtropical,historical,1995,291.4477233886719,0.261138916015625
311,subtropical,historical,1996,291.4545593261719,0.267974853515625
312,subtropical,historical,1997,291.5406188964844,0.354034423828125
313,subtropical,historical,1998,291.6280822753906,0.441497802734375
314,subtropical,historical,1999,291.6494445800781,0.462860107421875
315,subtropical,historical,2000,291.6925964355469,0.506011962890625
316,subtropical,historical,2001,291.7949523925781,0.608367919921875
317,subtropical,historical,2002,291.8727111816406,0.686126708984375
318,subtropical,historical,2003,291.9136962890625,0.72711181640625
319,subtropical,historical,2004,291.85125732421875,0.6646728515625
320,subtropical,historical,2005,291.8994140625,0.71282958984375
