,region,year,mean_temp,anomaly
302,subtropical,1987,291.3973083496094,0.2347819060087204
303,subtropical,1988,291.2661437988281,0.10361480712890625
304,subtropical,1989,291.3873291015625,0.2247772216796875
305,subtropical,1990,291.4646301269531,0.30210623145103455
306,subtropical,1991,291.40771484375,0.2451426237821579
307,subtropical,1992,291.2299499511719,0.0674285888671875
308,subtropical,1993,291.34222412109375,0.17966461181640625
309,subtropical,1994,291.38909912109375,0.22656504809856415
310,subtropical,1995,291.4683837890625,0.3058319091796875
311,subtropical,1996,291.5100402832031,0.34748587012290955
312,subtropical,1997,291.5801696777344,0.4176279604434967
313,subtropical,1998,291.5310363769531,0.3684946596622467
314,subtropical,1999,291.6697692871094,0.5072275996208191
315,subtropical,2000,291.6994323730469,0.536895751953125
316,subtropical,2001,291.71600341796875,0.5534896850585938
317,subtropical,2002,291.7785949707031,0.6160634160041809
318,subtropical,2003,291.7599182128906,0.5974095463752747
319,subtropical,2004,291.6979064941406,0.5353469848632812
320,subtropical,2005,291.801513671875,0.6389668583869934
321,subtropical,2006,291.8104248046875,0.6478754878044128
322,subtropical,2007,291.8564453125,0.6938858032226562
323,subtropical,2008,291.88385009765625,0.7213058471679688
324,subtropical,2009,291.760986328125,0.5984446406364441
325,subtropical,2010,291.7948913574219,0.6323471069335938
326,subtropical,2011,291.8729553222656,0.7104008793830872
327,subtropical,2012,291.8979797363281,0.7354507446289062
328,subtropical,2013,291.85467529296875,0.6921284794807434
329,subtropical,2014,292.0223083496094,0.8597844243049622
330,temperate,1850,279.12969970703125,-0.03281911090016365
331,temperate,1851,279.2832946777344,0.12075551599264145
332,temperate,1852,279.3651428222656,0.20262400805950165
333,temperate,1853,279.2375793457031,0.0750681534409523
334,temperate,1854,279.0783996582031,-0.08411916345357895
335,temperate,1855,278.9283752441406,-0.23413848876953125
336,temperate,1856,278.9272155761719,-0.23529052734375
337,temperate,1857,279.2007751464844,0.03826649859547615
338,temperate,1858,278.9145812988281,-0.2479248046875
339,temperate,1859,279.15484619140625,-0.007659912109375
340,temperate,1860,279.2658996582031,0.10337066650390625
341,temperate,1861,279.4046325683594,0.24212646484375
342,temperate,1862,279.5219421386719,0.35946401953697205
343,temperate,1863,279.1903381347656,0.02784220315515995
344,temperate,1864,279.3609313964844,0.19839732348918915
345,temperate,1865,279.2265930175781,0.0641072615981102
346,temperate,1866,279.30279541015625,0.14031727612018585
347,temperate,1867,279.2125244140625,0.05000559613108635
348,temperate,1868,279.0417175292969,-0.1208140030503273
349,temperate,1869,279.0983581542969,-0.06412506103515625
350,temperate,1870,279.1483154296875,-0.01418304443359375
351,temperate,1871,279.2978210449219,0.13532257080078125
352,temperate,1872,279.3221435546875,0.1596476286649704
353,temperate,1873,279.3691711425781,0.2066650390625
354,temperate,1874,279.2558288574219,0.09334055334329605
355,temperate,1875,279.3747253417969,0.21224212646484375
356,temperate,1876,279.1855163574219,0.02297464944422245
357,temperate,1877,279.357177734375,0.1946767121553421
358,temperate,1878,279.2480163574219,0.08551788330078125
359,temperate,1879,279.40008544921875,0.23756153881549835
360,temperate,1880,279.2513122558594,0.0888112410902977
361,temperate,1881,279.1174621582031,-0.04504140093922615
362,temperate,1882,279.2995910644531,0.13708750903606415
363,temperate,1883,279.25225830078125,0.08973947912454605
364,temperate,1884,279.30120849609375,0.1386973112821579
365,temperate,1885,278.8913879394531,-0.2711080014705658
366,temperate,1886,279.157470703125,-0.0050608315505087376
367,temperate,1887,279.2049255371094,0.04238128662109375
368,temperate,1888,279.2232971191406,0.060791015625
369,temperate,1889,279.1398620605469,-0.0226567592471838
370,temperate,1890,279.3357849121094,0.17328135669231415
371,temperate,1891,279.3203430175781,0.15781402587890625
372,temperate,1892,279.22283935546875,0.0603383369743824
373,temperate,1893,279.4413146972656,0.2787882387638092
374,temperate,1894,279.5539855957031,0.3914642333984375
375,temperate,1895,279.39276123046875,0.23029327392578125
376,temperate,1896,279.3948059082031,0.2322743684053421
377,temperate,1897,279.328369140625,0.16588592529296875
378,temperate,1898,279.2223205566406,0.0598042793571949
379,temperate,1899,279.33685302734375,0.1743520051240921
380,temperate,1900,279.3712463378906,0.2087453156709671
381,temperate,1901,279.3375549316406,0.17505137622356415
382,temperate,1902,279.3072814941406,0.1448160856962204
383,temperate,1903,279.14154052734375,-0.02097574807703495
384,temperate,1904,279.4454040527344,0.28288015723228455
385,temperate,1905,279.29833984375,0.1358235627412796
386,temperate,1906,279.3229675292969,0.1604512482881546
387,temperate,1907,279.28082275390625,0.11832936853170395
388,temperate,1908,279.2210998535156,0.05857594683766365
389,temperate,1909,279.2820739746094,0.1195729598402977
390,temperate,1910,279.066162109375,-0.09633636474609375
391,temperate,1911,279.2121887207031,0.0496673583984375
392,temperate,1912,279.0606384277344,-0.1018524169921875
393,temperate,1913,279.2541809082031,0.091644287109375
394,temperate,1914,279.17626953125,0.013783772476017475
395,temperate,1915,279.0657653808594,-0.09674835205078125
396,temperate,1916,279.1846008300781,0.02208455465734005
397,temperate,1917,278.9920349121094,-0.17048899829387665
398,temperate,1918,279.2089538574219,0.046417236328125
399,temperate,1919,279.39434814453125,0.23183949291706085
400,temperate,1920,279.2469482421875,0.08444976806640625
401,temperate,1921,279.2107849121094,0.04828643798828125
402,temperate,1922,279.3685302734375,0.206024169921875
403,temperate,1923,279.37109375,0.20859019458293915
404,temperate,1924,279.2526550292969,0.09012094885110855
405,temperate,1925,279.3838195800781,0.2213236540555954
406,temperate,1926,279.4689636230469,0.30647024512290955
407,temperate,1927,279.62249755859375,0.4600118100643158
408,temperate,1928,279.5802307128906,0.41771188378334045
